id,alcohol,cigarette,marijuana,sex
3250,no,no,No/Low,Female
3251,no,no,No/Low,Female
3252,no,no,No/Low,Female
3253,no,no,No/Low,Female
3254,no,no,No/Low,Female
3255,no,no,No/Low,Female
3256,no,no,No/Low,Female
3257,no,no,No/Low,Female
3258,no,no,No/Low,Female
3259,no,no,No/Low,Female
3260,no,no,No/Low,Female
3261,no,no,No/Low,Female
3262,no,no,No/Low,Female
3263,no,no,No/Low,Female
3264,no,no,No/Low,Female
3265,no,no,No/Low,Female
3266,no,no,No/Low,Female
3267,no,no,No/Low,Female
3268,no,no,No/Low,Female
3269,no,no,No/Low,Female
3270,no,no,No/Low,Female
3271,no,no,No/Low,Female
3272,no,no,No/Low,Female
3273,no,no,No/Low,Female
3274,no,no,No/Low,Female
3275,no,no,No/Low,Female
3276,no,no,No/Low,Female
3277,no,no,No/Low,Female
3278,no,no,No/Low,Female
3279,no,no,No/Low,Female
3280,no,no,No/Low,Female
3281,no,no,No/Low,Female
3282,no,no,No/Low,Female
3283,no,no,No/Low,Female
3284,no,no,No/Low,Female
3285,no,no,No/Low,Female
3286,no,no,No/Low,Female
3287,no,no,No/Low,Female
3288,no,no,No/Low,Female
3289,no,no,No/Low,Female
3290,no,no,No/Low,Female
3291,no,no,No/Low,Female
3292,no,no,No/Low,Female
3293,no,no,No/Low,Female
3294,no,no,No/Low,Female
3295,no,no,No/Low,Female
3296,no,no,No/Low,Female
3297,no,no,No/Low,Female
3298,no,no,No/Low,Female
3299,no,no,No/Low,Female
3300,no,no,No/Low,Female
3301,no,no,No/Low,Female
3302,no,no,No/Low,Female
3303,no,no,No/Low,Female
3304,no,no,No/Low,Female
3305,no,no,No/Low,Female
3306,no,no,No/Low,Female
3307,no,no,No/Low,Female
3308,no,no,No/Low,Female
3309,no,no,No/Low,Female
3310,no,no,No/Low,Female
3311,no,no,No/Low,Female
3312,no,no,No/Low,Female
3313,no,no,No/Low,Female
3314,no,no,No/Low,Female
3315,no,no,No/Low,Female
3316,no,no,No/Low,Female
3317,no,no,No/Low,Female
3318,no,no,No/Low,Female
3319,no,no,No/Low,Female
3320,no,no,No/Low,Female
3321,no,no,No/Low,Female
3322,no,no,No/Low,Female
3323,no,no,No/Low,Female
3324,no,no,No/Low,Female
3325,no,no,No/Low,Female
3326,no,no,No/Low,Female
3327,no,no,No/Low,Female
3328,no,no,No/Low,Female
3329,no,no,No/Low,Female
3330,no,no,No/Low,Female
3331,no,no,No/Low,Female
3332,no,no,No/Low,Female
3333,no,no,No/Low,Female
3334,no,no,No/Low,Female
3335,no,no,No/Low,Female
3336,no,no,No/Low,Female
3337,no,no,No/Low,Female
3338,no,no,No/Low,Female
3339,no,no,No/Low,Female
3340,no,no,No/Low,Female
3341,no,no,No/Low,Female
3342,no,no,No/Low,Female
3343,no,no,No/Low,Female
3344,no,no,No/Low,Female
3345,no,no,No/Low,Female
3346,no,no,No/Low,Female
3347,no,no,No/Low,Female
3348,no,no,No/Low,Female
3349,no,no,No/Low,Female
3350,no,no,No/Low,Female
3351,no,no,No/Low,Female
3352,no,no,No/Low,Female
3353,no,no,No/Low,Female
3354,no,no,No/Low,Female
3355,no,no,No/Low,Female
3356,no,no,No/Low,Female
3357,no,no,No/Low,Female
3358,no,no,No/Low,Female
3359,no,no,No/Low,Female
3360,no,no,No/Low,Female
3361,no,no,No/Low,Female
3362,no,no,No/Low,Female
3363,no,no,No/Low,Female
3364,no,no,No/Low,Female
3365,no,no,No/Low,Female
3366,no,no,No/Low,Female
3367,no,no,No/Low,Female
3368,no,no,No/Low,Female
3369,no,no,No/Low,Female
3370,no,no,No/Low,Female
3371,no,no,No/Low,Female
3372,no,no,No/Low,Female
3373,no,no,No/Low,Female
3374,no,no,No/Low,Female
3375,no,no,No/Low,Female
3376,no,no,No/Low,Female
3377,no,no,No/Low,Female
3378,no,no,No/Low,Female
3379,no,no,No/Low,Female
3380,no,no,No/Low,Female
3381,no,no,No/Low,Female
3382,no,no,No/Low,Female
3383,no,no,No/Low,Female
3384,no,no,No/Low,Female
3385,no,no,No/Low,Female
3386,no,no,No/Low,Female
3387,no,no,No/Low,Female
3388,no,no,No/Low,Female
3389,no,no,No/Low,Female
3390,no,no,No/Low,Female
3391,no,no,No/Low,Female
3392,no,no,No/Low,Female
3393,no,no,No/Low,Female
3394,no,no,No/Low,Female
3395,no,no,No/Low,Female
3396,no,no,No/Low,Female
3397,no,no,No/Low,Female
3398,no,no,No/Low,Female
3399,no,no,No/Low,Female
3400,no,no,No/Low,Female
3401,no,no,No/Low,Female
3402,no,no,No/Low,Female
3403,no,no,No/Low,Female
3404,no,no,No/Low,Female
3405,no,no,No/Low,Female
3406,no,no,No/Low,Female
3407,no,no,No/Low,Female
3408,no,no,No/Low,Female
3409,no,no,No/Low,Female
3410,no,no,No/Low,Female
3411,no,no,No/Low,Female
3412,no,no,No/Low,Female
3413,no,no,No/Low,Female
3414,no,no,No/Low,Female
3415,no,no,No/Low,Female
3416,no,no,No/Low,Female
3417,no,no,No/Low,Female
3418,no,no,No/Low,Female
3419,no,no,No/Low,Female
3420,no,no,No/Low,Female
3421,no,no,No/Low,Female
3422,no,no,No/Low,Female
3423,no,no,No/Low,Female
3424,no,no,No/Low,Female
3425,no,no,No/Low,Female
3426,no,no,No/Low,Female
3427,no,no,No/Low,Female
3428,no,no,No/Low,Female
3429,no,no,No/Low,Female
3430,no,no,No/Low,Female
3431,no,no,No/Low,Female
3432,no,no,No/Low,Female
3433,no,no,No/Low,Female
3434,no,no,No/Low,Female
3435,no,no,No/Low,Female
3436,no,no,No/Low,Female
3437,no,no,No/Low,Female
3438,no,no,No/Low,Female
3439,no,no,No/Low,Female
3440,no,no,No/Low,Female
3441,no,no,No/Low,Female
3442,no,no,No/Low,Female
3443,no,no,No/Low,Female
3444,no,no,No/Low,Female
3445,no,no,No/Low,Female
3446,no,no,No/Low,Female
3447,no,no,No/Low,Female
3448,no,no,No/Low,Female
3449,no,no,No/Low,Female
3450,no,no,No/Low,Female
3451,no,no,No/Low,Female
3452,no,no,No/Low,Female
3453,no,no,No/Low,Female
3454,no,no,No/Low,Female
3455,no,no,No/Low,Female
3456,no,no,No/Low,Female
3457,no,no,No/Low,Female
3458,no,no,No/Low,Female
3459,no,no,No/Low,Female
3460,no,no,No/Low,Female
3461,no,no,No/Low,Female
3462,no,no,No/Low,Female
3463,no,no,No/Low,Female
3464,no,no,No/Low,Female
3465,no,no,No/Low,Female
3466,no,no,No/Low,Female
3467,no,no,No/Low,Female
3468,no,no,No/Low,Female
3469,no,no,No/Low,Female
3470,no,no,No/Low,Female
3471,no,no,No/Low,Female
3472,no,no,No/Low,Female
3473,no,no,No/Low,Female
3474,no,no,No/Low,Female
3475,no,no,No/Low,Female
3476,no,no,No/Low,Female
3477,no,no,No/Low,Female
3478,no,no,No/Low,Female
3479,no,no,No/Low,Female
3480,no,no,No/Low,Female
3481,no,no,No/Low,Female
3482,no,no,No/Low,Female
3483,no,no,No/Low,Female
3484,no,no,No/Low,Female
3485,no,no,No/Low,Female
3486,no,no,No/Low,Female
3487,no,no,No/Low,Female
3488,no,no,No/Low,Female
3489,no,no,No/Low,Female
3490,no,no,No/Low,Female
3491,no,no,No/Low,Female
3492,no,no,No/Low,Female
3493,no,no,No/Low,Female
3494,no,no,No/Low,Female
3495,no,no,No/Low,Female
3496,no,no,No/Low,Female
3497,no,no,No/Low,Female
3498,no,no,No/Low,Female
3499,no,no,No/Low,Female
3500,no,no,No/Low,Female
3501,no,no,No/Low,Female
3502,no,no,No/Low,Female
3503,no,no,No/Low,Female
3504,no,no,No/Low,Female
3505,no,no,No/Low,Female
3506,no,no,No/Low,Female
3507,no,no,No/Low,Female
3508,no,no,No/Low,Female
3509,no,no,No/Low,Female
3510,no,no,No/Low,Female
3511,no,no,No/Low,Female
3512,no,no,No/Low,Female
3513,no,no,No/Low,Female
3514,no,no,No/Low,Female
3515,no,no,No/Low,Female
3516,no,no,No/Low,Female
3517,no,no,No/Low,Female
3518,no,no,No/Low,Female
3519,no,no,No/Low,Female
3520,no,no,No/Low,Female
3521,no,no,No/Low,Female
3303,no,no,No/Low,Female
3304,no,no,No/Low,Female
3305,no,no,No/Low,Female
3306,no,no,No/Low,Female
3307,no,no,No/Low,Female
3308,no,no,No/Low,Female
3309,no,no,No/Low,Female
3310,no,no,No/Low,Female
3340,no,no,No/Low,Male
3341,no,no,No/Low,Male
3342,no,no,No/Low,Male
3343,no,no,No/Low,Male
3344,no,no,No/Low,Male
3345,no,no,No/Low,Male
3346,no,no,No/Low,Male
3347,no,no,No/Low,Male
3348,no,no,No/Low,Male
3349,no,no,No/Low,Male
3350,no,no,No/Low,Male
3351,no,no,No/Low,Male
3352,no,no,No/Low,Male
3353,no,no,No/Low,Male
3354,no,no,No/Low,Male
3355,no,no,No/Low,Male
3356,no,no,No/Low,Male
3357,no,no,No/Low,Male
3358,no,no,No/Low,Male
3359,no,no,No/Low,Male
3360,no,no,No/Low,Male
3361,no,no,No/Low,Male
3362,no,no,No/Low,Male
3363,no,no,No/Low,Male
3364,no,no,No/Low,Male
3365,no,no,No/Low,Male
3366,no,no,No/Low,Male
3367,no,no,No/Low,Male
3368,no,no,No/Low,Male
3369,no,no,No/Low,Male
3370,no,no,No/Low,Male
3371,no,no,No/Low,Male
3372,no,no,No/Low,Male
3373,no,no,No/Low,Male
3374,no,no,No/Low,Male
3375,no,no,No/Low,Male
3376,no,no,No/Low,Male
3377,no,no,No/Low,Male
3378,no,no,No/Low,Male
3379,no,no,No/Low,Male
3380,no,no,No/Low,Male
3381,no,no,No/Low,Male
3382,no,no,No/Low,Male
3383,no,no,No/Low,Male
3384,no,no,No/Low,Male
3385,no,no,No/Low,Male
3386,no,no,No/Low,Male
3387,no,no,No/Low,Male
3388,no,no,No/Low,Male
3389,no,no,No/Low,Male
3390,no,no,No/Low,Male
3391,no,no,No/Low,Male
3392,no,no,No/Low,Male
3393,no,no,No/Low,Male
3394,no,no,No/Low,Male
3395,no,no,No/Low,Male
3396,no,no,No/Low,Male
3397,no,no,No/Low,Male
3398,no,no,No/Low,Male
3399,no,no,No/Low,Male
3400,no,no,No/Low,Male
3401,no,no,No/Low,Male
3402,no,no,No/Low,Male
3403,no,no,No/Low,Male
3404,no,no,No/Low,Male
3405,no,no,No/Low,Male
3406,no,no,No/Low,Male
3407,no,no,No/Low,Male
3408,no,no,No/Low,Male
3409,no,no,No/Low,Male
3410,no,no,No/Low,Male
3411,no,no,No/Low,Male
3412,no,no,No/Low,Male
3413,no,no,No/Low,Male
3414,no,no,No/Low,Male
3415,no,no,No/Low,Male
3416,no,no,No/Low,Male
3417,no,no,No/Low,Male
3418,no,no,No/Low,Male
3419,no,no,No/Low,Male
3420,no,no,No/Low,Male
3421,no,no,No/Low,Male
3422,no,no,No/Low,Male
3423,no,no,No/Low,Male
3424,no,no,No/Low,Male
3425,no,no,No/Low,Male
3426,no,no,No/Low,Male
3427,no,no,No/Low,Male
3428,no,no,No/Low,Male
3429,no,no,No/Low,Male
3430,no,no,No/Low,Male
3431,no,no,No/Low,Male
3432,no,no,No/Low,Male
3433,no,no,No/Low,Male
3434,no,no,No/Low,Male
3435,no,no,No/Low,Male
3436,no,no,No/Low,Male
3437,no,no,No/Low,Male
3438,no,no,No/Low,Male
3439,no,no,No/Low,Male
3440,no,no,No/Low,Male
3441,no,no,No/Low,Male
3442,no,no,No/Low,Male
3443,no,no,No/Low,Male
3444,no,no,No/Low,Male
3445,no,no,No/Low,Male
3446,no,no,No/Low,Male
3447,no,no,No/Low,Male
3448,no,no,No/Low,Male
3449,no,no,No/Low,Male
3450,no,no,No/Low,Male
3451,no,no,No/Low,Male
3452,no,no,No/Low,Male
3453,no,no,No/Low,Male
3454,no,no,No/Low,Male
3455,no,no,No/Low,Male
3456,no,no,No/Low,Male
3457,no,no,No/Low,Male
3458,no,no,No/Low,Male
3459,no,no,No/Low,Male
3460,no,no,No/Low,Male
3461,no,no,No/Low,Male
3462,no,no,No/Low,Male
3463,no,no,No/Low,Male
3464,no,no,No/Low,Male
3465,no,no,No/Low,Male
3466,no,no,No/Low,Male
3467,no,no,No/Low,Male
3468,no,no,No/Low,Male
3469,no,no,No/Low,Male
3470,no,no,No/Low,Male
3471,no,no,No/Low,Male
3472,no,no,No/Low,Male
3473,no,no,No/Low,Male
3474,no,no,No/Low,Male
3475,no,no,No/Low,Male
3476,no,no,No/Low,Male
3477,no,no,No/Low,Male
3478,no,no,No/Low,Male
3479,no,no,No/Low,Male
3480,no,no,No/Low,Male
3481,no,no,No/Low,Male
3482,no,no,No/Low,Male
3483,no,no,No/Low,Male
3484,no,no,No/Low,Male
3485,no,no,No/Low,Male
3486,no,no,No/Low,Male
3487,no,no,No/Low,Male
3488,no,no,No/Low,Male
3489,no,no,No/Low,Male
3490,no,no,No/Low,Male
3491,no,no,No/Low,Male
3492,no,no,No/Low,Male
3493,no,no,No/Low,Male
3494,no,no,No/Low,Male
3495,no,no,No/Low,Male
3496,no,no,No/Low,Male
3497,no,no,No/Low,Male
3498,no,no,No/Low,Male
3499,no,no,No/Low,Male
3500,no,no,No/Low,Male
3501,no,no,No/Low,Male
3502,no,no,No/Low,Male
3503,no,no,No/Low,Male
3504,no,no,No/Low,Male
3505,no,no,No/Low,Male
3506,no,no,No/Low,Male
3507,no,no,No/Low,Male
3508,no,no,No/Low,Male
3509,no,no,No/Low,Male
3510,no,no,No/Low,Male
3511,no,no,No/Low,Male
3512,no,no,No/Low,Male
3513,no,no,No/Low,Male
3514,no,no,No/Low,Male
3515,no,no,No/Low,Male
3516,no,no,No/Low,Male
3517,no,no,No/Low,Male
3518,no,no,No/Low,Male
3519,no,no,No/Low,Male
3520,no,no,No/Low,Male
3521,no,no,No/Low,Male
3522,no,no,No/Low,Male
3523,no,no,No/Low,Male
3524,no,no,No/Low,Male
3525,no,no,No/Low,Male
3526,no,no,No/Low,Male
3527,no,no,No/Low,Male
3528,no,no,No/Low,Male
3529,no,no,No/Low,Male
3530,no,no,No/Low,Male
3531,no,no,No/Low,Male
3532,no,no,No/Low,Male
3533,no,no,No/Low,Male
3534,no,no,No/Low,Male
3535,no,no,No/Low,Male
3536,no,no,No/Low,Male
3537,no,no,No/Low,Male
3538,no,no,No/Low,Male
3539,no,no,No/Low,Male
3540,no,no,No/Low,Male
3541,no,no,No/Low,Male
3542,no,no,No/Low,Male
3543,no,no,No/Low,Male
3544,no,no,No/Low,Male
3450,no,no,Medium,Male
3451,no,no,Medium,Male
3452,no,no,Medium,Male
3453,no,no,Medium,Male
3454,no,no,Medium,Male
3455,no,no,Medium,Male
3456,no,no,Medium,Male
3457,no,no,Medium,Male
3458,no,no,Medium,Male
3459,no,no,Medium,Male
3460,no,no,Medium,Male
3461,no,no,Medium,Male
3462,no,no,Medium,Male
3463,no,no,Medium,Male
3464,no,no,Medium,Male
3465,no,no,Medium,Male
3466,no,no,Medium,Male
3467,no,no,Medium,Male
3468,no,no,Medium,Male
3469,no,no,Medium,Male
3470,no,no,Medium,Male
3471,no,no,Medium,Male
3472,no,no,Medium,Male
3523,no,yes,No/Low,Female
3524,no,yes,No/Low,Female
3525,no,yes,No/Low,Female
3526,no,yes,No/Low,Female
3527,no,yes,No/Low,Female
3528,no,yes,No/Low,Female
3529,no,yes,No/Low,Female
3530,no,yes,No/Low,Female
3531,no,yes,No/Low,Female
3532,no,yes,No/Low,Female
3533,no,yes,No/Low,Female
3534,no,yes,No/Low,Female
3535,no,yes,No/Low,Female
3536,no,yes,No/Low,Female
3537,no,yes,No/Low,Female
3538,no,yes,No/Low,Female
3539,no,yes,No/Low,Female
3540,no,yes,No/Low,Female
3541,no,yes,No/Low,Female
3542,no,yes,No/Low,Female
3543,no,yes,No/Low,Female
3544,no,yes,No/Low,Female
3545,no,yes,No/Low,Female
3546,no,yes,No/Low,Female
3547,no,yes,No/Low,Female
3548,no,yes,No/Low,Female
3549,no,yes,No/Low,Female
3550,no,yes,No/Low,Female
3551,no,yes,No/Low,Female
3552,no,yes,No/Low,Female
3553,no,yes,No/Low,Female
3554,no,yes,No/Low,Female
3555,no,yes,No/Low,Female
3556,no,yes,No/Low,Female
3557,no,yes,No/Low,Female
3558,no,yes,No/Low,Female
3559,no,yes,No/Low,Female
3560,no,yes,No/Low,Female
3561,no,yes,No/Low,Female
3562,no,yes,No/Low,Female
3563,no,yes,No/Low,Female
3564,no,yes,No/Low,Female
3565,no,yes,No/Low,Female
3566,no,yes,No/Low,Female
3567,no,yes,No/Low,Female
3568,no,yes,No/Low,Female
3569,no,yes,No/Low,Female
3570,no,yes,No/Low,Female
3571,no,yes,No/Low,Female
3572,no,yes,No/Low,Female
3573,no,yes,No/Low,Female
3574,no,yes,No/Low,Female
3575,no,yes,No/Low,Female
3576,no,yes,No/Low,Female
3577,no,yes,No/Low,Female
3578,no,yes,No/Low,Female
3579,no,yes,No/Low,Female
3580,no,yes,No/Low,Female
3581,no,yes,No/Low,Female
3582,no,yes,No/Low,Female
3583,no,yes,No/Low,Female
3584,no,yes,No/Low,Female
3585,no,yes,No/Low,Female
3586,no,yes,No/Low,Female
3587,no,yes,No/Low,Female
3588,no,yes,No/Low,Female
3589,no,yes,No/Low,Female
3590,no,yes,No/Low,Female
3591,no,yes,No/Low,Female
3592,no,yes,No/Low,Female
3593,no,yes,No/Low,Female
3594,no,yes,No/Low,Female
3595,no,yes,No/Low,Female
3596,no,yes,No/Low,Female
3597,no,yes,No/Low,Female
3598,no,yes,No/Low,Female
3599,no,yes,No/Low,Female
3600,no,yes,No/Low,Female
3730,no,yes,Medium,Female
3731,no,yes,Medium,Female
3732,no,yes,Medium,Female
3733,no,yes,Medium,Female
3734,no,yes,Medium,Female
3735,no,yes,Medium,Female
3736,no,yes,Medium,Female
3737,no,yes,Medium,Female
3738,no,yes,Medium,Female
3739,no,yes,Medium,Female
3740,no,yes,Medium,Female
3741,no,yes,Medium,Female
3742,no,yes,Medium,Female
3743,no,yes,Medium,Female
3744,no,yes,Medium,Female
3745,no,yes,Medium,Female
3746,no,yes,Medium,Female
3747,no,yes,Medium,Female
3748,no,yes,Medium,Female
3749,no,yes,Medium,Female
3750,no,yes,Medium,Female
3751,no,yes,Medium,Female
3752,no,yes,Medium,Female
3753,no,yes,Medium,Female
3754,no,yes,Medium,Female
3755,no,yes,Medium,Female
3756,no,yes,Medium,Female
3757,no,yes,Medium,Female
3758,no,yes,Medium,Female
3759,no,yes,Medium,Female
3760,no,yes,Medium,Female
3761,no,yes,Medium,Female
3762,no,yes,Medium,Female
3763,no,yes,Medium,Female
3764,no,yes,Medium,Female
3765,no,yes,Medium,Female
3766,no,yes,Medium,Female
3767,no,yes,Medium,Female
3768,no,yes,Medium,Female
3769,no,yes,Medium,Female
3770,no,yes,Medium,Female
3771,no,yes,Medium,Female
3772,no,yes,Medium,Female
3773,no,yes,Medium,Female
3774,no,yes,Medium,Female
3775,no,yes,Medium,Female
3776,no,yes,Medium,Female
3777,no,yes,Medium,Female
3778,no,yes,Medium,Female
3779,no,yes,Medium,Female
3780,no,yes,Medium,Female
3781,no,yes,Medium,Female
3782,no,yes,Medium,Female
3783,no,yes,Medium,Female
3784,no,yes,Medium,Female
3785,no,yes,Medium,Female
3786,no,yes,Medium,Female
3787,no,yes,Medium,Female
3788,no,yes,Medium,Female
3789,no,yes,Medium,Female
3790,no,yes,Medium,Female
3791,no,yes,Medium,Female
3792,no,yes,Medium,Female
3793,no,yes,Medium,Female
3794,no,yes,Medium,Female
3851,no,yes,High,Female
3852,no,yes,High,Female
3853,no,yes,High,Female
3854,no,yes,High,Female
3855,no,yes,High,Female
3856,no,yes,High,Female
3857,no,yes,High,Female
3858,no,yes,High,Female
3859,no,yes,High,Female
3860,no,yes,High,Female
3861,no,yes,High,Female
3862,no,yes,High,Female
3863,no,yes,High,Female
3864,no,yes,High,Female
3865,no,yes,High,Female
3866,no,yes,High,Female
3867,no,yes,High,Female
3868,no,yes,High,Female
3869,no,yes,High,Female
3870,no,yes,High,Female
3871,no,yes,High,Female
3872,no,yes,High,Female
3873,no,yes,High,Female
3874,no,yes,High,Female
3875,no,yes,High,Female
3876,no,yes,High,Female
3877,no,yes,High,Female
3878,no,yes,High,Female
3879,no,yes,High,Female
4001,no,yes,No/Low,Male
4002,no,yes,No/Low,Male
4003,no,yes,No/Low,Male
4004,no,yes,No/Low,Male
4005,no,yes,No/Low,Male
4006,no,yes,No/Low,Male
4007,no,yes,No/Low,Male
4008,no,yes,No/Low,Male
4009,no,yes,No/Low,Male
4010,no,yes,No/Low,Male
4011,no,yes,No/Low,Male
4012,no,yes,No/Low,Male
4013,no,yes,No/Low,Male
4014,no,yes,No/Low,Male
4015,no,yes,No/Low,Male
4016,no,yes,No/Low,Male
4017,no,yes,No/Low,Male
4018,no,yes,No/Low,Male
4019,no,yes,No/Low,Male
4020,no,yes,No/Low,Male
4021,no,yes,No/Low,Male
4022,no,yes,No/Low,Male
4023,no,yes,No/Low,Male
4024,no,yes,No/Low,Male
4025,no,yes,No/Low,Male
4026,no,yes,No/Low,Male
4027,no,yes,No/Low,Male
4028,no,yes,No/Low,Male
4029,no,yes,No/Low,Male
4030,no,yes,No/Low,Male
4031,no,yes,No/Low,Male
4032,no,yes,No/Low,Male
4033,no,yes,No/Low,Male
4034,no,yes,No/Low,Male
4035,no,yes,No/Low,Male
4036,no,yes,No/Low,Male
4037,no,yes,No/Low,Male
4038,no,yes,No/Low,Male
4039,no,yes,No/Low,Male
4040,no,yes,No/Low,Male
4041,no,yes,No/Low,Male
4042,no,yes,No/Low,Male
4043,no,yes,No/Low,Male
4044,no,yes,No/Low,Male
4045,no,yes,No/Low,Male
4046,no,yes,No/Low,Male
4047,no,yes,No/Low,Male
4048,no,yes,No/Low,Male
4049,no,yes,No/Low,Male
4050,no,yes,No/Low,Male
4051,no,yes,No/Low,Male
4052,no,yes,No/Low,Male
4053,no,yes,No/Low,Male
4223,no,yes,Medium,Male
4224,no,yes,Medium,Male
4225,no,yes,Medium,Male
4226,no,yes,Medium,Male
4227,no,yes,Medium,Male
4228,no,yes,Medium,Male
4229,no,yes,Medium,Male
4230,no,yes,Medium,Male
4231,no,yes,Medium,Male
4232,no,yes,Medium,Male
4233,no,yes,Medium,Male
4234,no,yes,Medium,Male
4235,no,yes,Medium,Male
4236,no,yes,Medium,Male
4237,no,yes,Medium,Male
4238,no,yes,Medium,Male
4239,no,yes,Medium,Male
4240,no,yes,Medium,Male
4241,no,yes,Medium,Male
4242,no,yes,Medium,Male
4243,no,yes,Medium,Male
4244,no,yes,Medium,Male
4245,no,yes,Medium,Male
4246,no,yes,Medium,Male
4247,no,yes,Medium,Male
4248,no,yes,Medium,Male
4249,no,yes,Medium,Male
4250,no,yes,Medium,Male
4251,no,yes,Medium,Male
4252,no,yes,Medium,Male
4253,no,yes,Medium,Male
4254,no,yes,Medium,Male
4255,no,yes,Medium,Male
4256,no,yes,Medium,Male
4257,no,yes,Medium,Male
4258,no,yes,Medium,Male
4259,no,yes,Medium,Male
4260,no,yes,Medium,Male
4261,no,yes,Medium,Male
4262,no,yes,Medium,Male
4263,no,yes,Medium,Male
4264,no,yes,Medium,Male
4265,no,yes,Medium,Male
4266,no,yes,Medium,Male
4267,no,yes,Medium,Male
4268,no,yes,Medium,Male
4269,no,yes,Medium,Male
4270,no,yes,Medium,Male
4271,no,yes,Medium,Male
4272,no,yes,Medium,Male
4273,no,yes,Medium,Male
4274,no,yes,Medium,Male
4275,no,yes,Medium,Male
4276,no,yes,Medium,Male
4277,no,yes,Medium,Male
4278,no,yes,Medium,Male
4279,no,yes,Medium,Male
4280,no,yes,Medium,Male
4281,no,yes,Medium,Male
4282,no,yes,Medium,Male
4283,no,yes,Medium,Male
4284,no,yes,Medium,Male
4285,no,yes,Medium,Male
4286,no,yes,Medium,Male
4287,no,yes,Medium,Male
4288,no,yes,Medium,Male
4289,no,yes,Medium,Male
4290,no,yes,Medium,Male
4291,no,yes,Medium,Male
4292,no,yes,Medium,Male
4293,no,yes,Medium,Male
4294,no,yes,Medium,Male
4295,no,yes,Medium,Male
4296,no,yes,Medium,Male
4297,no,yes,Medium,Male
4298,no,yes,Medium,Male
4299,no,yes,Medium,Male
4300,no,yes,Medium,Male
4301,no,yes,Medium,Male
4302,no,yes,Medium,Male
4303,no,yes,Medium,Male
4304,no,yes,Medium,Male
4305,no,yes,Medium,Male
4306,no,yes,Medium,Male
4307,no,yes,Medium,Male
4308,no,yes,Medium,Male
4309,no,yes,Medium,Male
4310,no,yes,Medium,Male
4311,no,yes,Medium,Male
4312,no,yes,Medium,Male
4313,no,yes,Medium,Male
4314,no,yes,Medium,Male
4315,no,yes,Medium,Male
4316,no,yes,Medium,Male
4317,no,yes,Medium,Male
4318,no,yes,Medium,Male
4319,no,yes,Medium,Male
4403,no,yes,High,Male
4404,no,yes,High,Male
4405,no,yes,High,Male
4406,no,yes,High,Male
4407,no,yes,High,Male
4408,no,yes,High,Male
4409,no,yes,High,Male
4410,no,yes,High,Male
4411,no,yes,High,Male
4412,no,yes,High,Male
4413,no,yes,High,Male
4414,no,yes,High,Male
4415,no,yes,High,Male
4416,no,yes,High,Male
4417,no,yes,High,Male
4418,no,yes,High,Male
4419,no,yes,High,Male
4420,no,yes,High,Male
4421,no,yes,High,Male
4422,no,yes,High,Male
4423,no,yes,High,Male
4424,no,yes,High,Male
4425,no,yes,High,Male
4426,no,yes,High,Male
4427,no,yes,High,Male
4428,no,yes,High,Male
4429,no,yes,High,Male
4430,no,yes,High,Male
4431,no,yes,High,Male
4432,no,yes,High,Male
4433,no,yes,High,Male
4434,no,yes,High,Male
4435,no,yes,High,Male
4436,no,yes,High,Male
4437,no,yes,High,Male
4438,no,yes,High,Male
4439,no,yes,High,Male
4440,no,yes,High,Male
4441,no,yes,High,Male
4442,no,yes,High,Male
4443,no,yes,High,Male
4444,no,yes,High,Male
4445,no,yes,High,Male
4446,no,yes,High,Male
4447,no,yes,High,Male
